id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
658,General Aptitude & Reasoning,English grammar,12,"_____ I permitted him to leave, I wouldn’t have had any problem with him being absent, _____ I?","Had, wouldn’t","Had, would","Have, would","Have, wouldn’t",2
659,General Aptitude & Reasoning,Time and angles,12,A worker noticed that the hour hand on the factory clock had moved by 225 degrees during her stay at the factory. For how long did she stay in the factory?,3.75 hours,4 hours and 15 mins,8.5 hours,7.5 hours,3
660,General Aptitude & Reasoning,Algebra,12,The sum and product of two integers are 26 and 165 respectively. The difference between these two integers is _____.,2,3,4,6,2
661,General Aptitude & Reasoning,Vocabulary,12,The minister avoided any mention of the issue of women’s reservation in the private sector. He was accused of __________ the issue.,collaring,skirting,tying,belting,1
662,General Aptitude & Reasoning,Logical deduction,12,"Under a certain legal system, prisoners are allowed to make one statement. If their statement turns out to be true then they are hanged. If the statement turns out to be false then they are shot. One prisoner made a statement and the judge had no option but to set him free. Which one of the following could be that statement?",I did not commit the crime,I committed the crime,I will be shot,You committed the crime,2
663,General Aptitude & Reasoning,Ratios and percentages,12,"A person divided an amount of Rs. 100,000 into two parts and invested in two different schemes. In one he got 10% profit and in the other he got 12%. If the profit percentages are interchanged and he would have got Rs. 120 less, find the ratio between his investments in the two schemes.",9 : 16,11 : 14,37 : 63,47 : 53,3
664,General Aptitude & Reasoning,Reading comprehension,12,"Congo was named by Europeans. Congo’s dictator Mobuto later changed the name of the country and the river to Zaire with the objective of Africanising names of persons and spaces. However, the name Nzadi a Nzere, a Portuguese alteration of Nzadi o Nzere, a local African term meaning “River that swallows Rivers”, remained. Zaire was the Portuguese name for the Congo river in the 16th and 17th centuries. Which one of the following statements can be inferred from the paragraph above?",Mobuto was not entirely successful in Africanising the name of his country,The term Nzadi o Nzere was of Portuguese origin,Mobuto’s desire to Africanise names was prevented by the Portuguese,As a dictator Mobuto ordered the Portuguese to alter the name of the river to Zaire,0
665,General Aptitude & Reasoning,Logical relations,12,"M and N had four children P, Q, R and S. Of them, only P and R were married. They had children X and Y respectively. If Y is a legitimate child of W, which one of the following statements is necessarily FALSE?",M is the grandmother of Y,R is the father of Y,W is the wife of R,W is the wife of P,3
666,Mining Engineering,Rock joint shear strength,12,Shear strength of rock joint is NOT dependent on,applied normal stress,applied shear stress,friction angle of the joint plane,cohesion of the joint plane,1
667,Engineering Mathematics,Fundamental theorem of calculus,12,"If f(x) is a polynomial function that passes through origin, and g(x) = f′(x), then",g′(a) = f(a),g(a) = f′(a),∫₀ᵃ g(x) dx = f(a),∫₀ᵃ f(x) dx = g(a),2
668,Surface & Underground Mining Methods,Subsidence,12,A flat longwall panel is mined out in an area having subsidence factor a. The measured maximum subsidence on the surface is S for a mining height of m. The subsidence is subcritical if,S = am,S = m/a,S > am,S < am,3
669,"Mine Planning, Geostatistics & Economics",Mineral resource classification,12,As per classification of mineral resources “reserve” means,Identified resources,Identified and techno-economically viable resources,Hypothetical resources,Inferred resources,1
670,Engineering Mathematics,Statistical estimation,12,"If the sample statistic X̄ is an unbiased estimator of the parameter μ, then",E(μ − X̄) = 0,E(μ + X̄) = 0,E(μ − X̄)² = 0,E(μ + X̄)² = 0,0
671,Engineering Mathematics,Statics and equilibrium,12,The vector sum of all the external forces acting on a rigid body is expressed as ∑F and the vector sum of moments of the external forces about a point is given as ∑M. The rigid body is in equilibrium if,∑F − ∑M = 0,∑F + ∑M = 0,∑F = 0 and ∑M = 0,∑F ≠ 0 and ∑M ≠ 0,2
672,"Mine Planning, Geostatistics & Economics",Geostatistics and semivariogram,12,"For a regionalized variable Z(x), at a lag distance h, the empirical semi-variogram γ(h) is given by",E[{Z(x) − Z(x + h)}²],½ E[{Z(x) − Z(x + h)}²],½ E[{Z(x) − E(Z(x))} × {Z(x + h) − E(Z(x + h))}],E[{Z(x) − E(Z(x))} × {Z(x + h) − E(Z(x + h))}],1
673,Engineering Mathematics,Descriptive statistics,12,The coefficient of variation of a dataset is defined as,Mean / Standard Deviation,Mean / Variance,Variance / Mean,Standard Deviation / Mean,3
674,"Mine Planning, Geostatistics & Economics",Project planning,12,"In project planning, the activity durations are calculated by PERT and CPM techniques assuming","PERT: probabilistic, CPM: deterministic","PERT: probabilistic, CPM: probabilistic","PERT: deterministic, CPM: probabilistic","PERT: deterministic, CPM: deterministic",0
675,Mine Ventilation & Environment,Respirable dust limits,12,"Respirable dust in an underground coal mine contains 4.5% free silica. As per the CMR 2017, the maximum allowable respirable dust concentration, in mg/m³, in the mine air is",1.5,2,2.5,3,1
676,Mine Ventilation & Environment,Psychrometry,12,The purpose of rotating a whirling hygrometer in hygrometric survey is to,wet the cotton wick with water thoroughly,maintain constant temperature of water in the container,create steady state evaporation of moisture from the wet bulb surface,prevent the heat produced by the cap lamp of the observer from affecting the readings,2
677,Mine Ventilation & Environment,Mine explosions and dust barriers,12,Stone dust barriers in underground coal mines are used to arrest,black damp explosions,air blast,firedamp explosions,coal dust explosions,3
678,Mining Machinery & Materials Handling,Mine winding attachments,12,The correct sequence of attachments between the winding rope and the cage in a drum winding system is,Triangular plate → Rope capel → Bull chain → Detaching hook → Cage chain,Rope capel → Bull chain → Triangular plate → Detaching hook → Cage chain,Detaching hook → Rope capel → Bull chain → Cage chain → Triangular plate,Rope capel → Detaching hook → Bull chain → Triangular plate → Cage chain,3
679,Mining Machinery & Materials Handling,Winding safety devices,12,The functions of automatic contrivances in a winding system are to prevent,over-speeding and over-winding,slow banking and load balancing,over loading and load balancing,over-speeding and load balancing,0
680,Surface & Underground Mining Methods,Underground mining methods,12,"A low-grade deep-seated ore body dipping at 70° has a strike length of 2 km, and width of 100 m. The ore body and wall rocks are weak and fractured. The preferred method of mining is",shrinkage stoping,cut-and-fill stoping,block caving,room and pillar stoping,2
681,Mine Ventilation & Environment,Soil-water availability,12,The availability of water in the root zone for plant use is maximum in the case of,sand,loam,clay,gravel,1
682,Engineering Mathematics,Kinematics,12,"From an elevated point A, when a stone is thrown vertically, it attains an upward velocity of v at a height h from point A. While falling, its downward velocity becomes 2v at a distance h below point A. The maximum height attained by the stone from point A is",5h/3,4h/3,6h/7,2h,0
683,Mining Machinery & Materials Handling,Fluid mechanics and pipe flow,12,"Water is pumped through a steel pipe of diameter 200 mm at a flow rate of 30 l/s. If the dynamic viscosity of water is 10⁻³ Pa·s, the Reynolds number of the flow is",2.83×10³,2.83×10⁴,1.91×10⁵,1.91×10⁶,2
684,Engineering Mathematics,Orthogonal matrices,12,"Matrix A = [[0, 2β, γ], [α, β, −γ], [α, −β, γ]] is orthogonal. The values of α, β and γ respectively are","±1/√3, ±1/√2, ±1/√6","±1/√3, ±1/√6, ±1/√2","±1/√6, ±1/√3, ±1/√2","±1/√2, ±1/√6, ±1/√3",3
685,Mining Machinery & Materials Handling,Comminution and sizing equipment,12,Match the following based on the equipment usage in a comminution circuit: P. Gyratory crusher; Q. Cone crusher; R. Ball mill; S. Grizzly. Usages: 1. Secondary crushing; 2. Grinding; 3. Sizing; 4. Primary crushing.,"P-1, Q-4, R-2, S-3","P-1, Q-2, R-3, S-4","P-4, Q-1, R-2, S-3","P-3, Q-1, R-4, S-2",2
686,Mining Machinery & Materials Handling,Coal mining operations,13,Match the following for coal mining operation: Mining method—P. Longwall; Q. Mechanized bord and pillar; R. Semi-mechanized bord and pillar; S. Blasting gallery. Mode of extraction—A. Cutting by continuous miner; B. Drilling and blasting; C. Cutting by shearer; D. Long hole drilling and blasting. Loading/conveying equipment—1. AFC; 2. LHD; 3. Apron loader and gathering arm; 4. SDL.,"P-C-1, Q-D-3, R-A-2, S-B-4","P-C-1, Q-A-3, R-B-4, S-D-2","P-C-1, Q-A-4, R-B-3, S-D-2","P-B-3, Q-C-2, R-A-1, S-D-4",1
687,"Mine Planning, Geostatistics & Economics",Mine planning algorithms,13,"In the context of mine planning, match the following: Technical/Algorithm—P. Lerchs-Grossmann algorithm; Q. Kriging; R. Lane’s theory; S. Taylor’s rule. Preferred application—1. Ultimate pit limit; 2. Cut-off grade optimization; 3. Mine life; 4. Reserve estimation.","P-4, Q-3, R-2, S-1","P-1, Q-2, R-3, S-4","P-1, Q-4, R-2, S-3","P-3, Q-2, R-4, S-1",2
688,"Mine Planning, Geostatistics & Economics",Economic evaluation of mining projects,13,"The net annual cash flows for two small scale mining projects A and B are given below. The correct decision assuming 10% discount rate as per NPV criterion is: Period in years—0, 1, 2, 3, 4; Project A cash flows (Rs. crore)—−200, 0, 200, 140, 0; Project B cash flows (Rs. crore)—−300, 0, 100, 150, 200.",Project A is accepted but project B is rejected,Project A and B both are rejected,Project A is rejected but project B is accepted,Projects A and B are both accepted but project A is better than project B,3
689,Surface & Underground Mining Methods,Stoping methods and backfill,13,Match the following features with the mining methods: Features—P. Ring Drilling; Q. Grizzly sublevel; R. Spherical charge blasting; S. Cemented hydraulic fill. Mining method—1. Vertical crater retreat method; 2. Sublevel stoping; 3. Underhand cut-and-fill stoping; 4. Block caving.,"P-2, Q-4, R-3, S-1","P-4, Q-3, R-2, S-1","P-2, Q-4, R-1, S-3","P-4, Q-3, R-1, S-2",2
690,General Aptitude & Reasoning,English grammar,13,“From where are they bringing their books? ______ bringing ______ books from ______.” The words that best fill the blanks in the above sentence are,"Their, they’re, there","They’re, their, there","There, their, they’re","They’re, there, there",1
691,General Aptitude & Reasoning,English vocabulary,13,"“A ______ investigation can sometimes yield new facts, but typically organized ones are more successful.” The word that best fills the blank in the above sentence is",meandering,timely,consistent,systematic,0
692,General Aptitude & Reasoning,Geometry,13,The area of a square is d. What is the area of the circle which has the diagonal of the square as its diameter?,πd,πd²,¼πd²,½πd,3
693,General Aptitude & Reasoning,Number theory,13,What would be the smallest natural number which when divided either by 20 or by 42 or by 76 leaves a remainder of 7 in each case?,3047,6047,7987,63847,2
694,General Aptitude & Reasoning,Number series,13,"What is the missing number in the following sequence? 2, 12, 60, 240, 720, 1440, ______, 0",2880,1440,720,0,1
695,General Aptitude & Reasoning,Percentages,13,"In appreciation of the social improvements completed in a town, a wealthy philanthropist decided to gift Rs 750 to each male senior citizen in the town and Rs 1000 to each female senior citizen. Altogether, there were 300 senior citizens eligible for this gift. However, only 8/9 of the eligible men and 2/3 of the eligible women claimed the gift. How much money (in Rupees) did the philanthropist give away in total?","1,50,000","2,00,000","1,75,000","1,51,000",1
696,General Aptitude & Reasoning,Algebra,13,"If pqr ≠ 0 and p⁻ˣ = 1/q, q⁻ʸ = 1/r, r⁻ᶻ = 1/p, what is the value of the product xyz?",−1,1/(pqr),1,pqr,2
697,General Aptitude & Reasoning,Ratios and percentages,13,"In a party, 60% of the invited guests are male and 40% are female. If 80% of the invited guests attended the party and if all the invited female guests attended, what would be the ratio of males to females among the attendees in the party?",2:3,1:1,3:2,2:1,1
698,General Aptitude & Reasoning,Probability,13,A six-sided unbiased die with four green faces and two red faces is rolled seven times. Which of the following combinations is the most likely outcome of the experiment?,Three green faces and four red faces.,Four green faces and three red faces.,Five green faces and two red faces.,Six green faces and one red face.,0
699,Engineering Mathematics,Matrix algebra,13,"If X = [[cos θ, sin θ], [−sin θ, cos θ]], then XXᵀ is","[[0, 1], [1, 0]]","[[-1, 0], [0, −1]]","[[1, 0], [0, 1]]","[[0, −1], [−1, 0]]",2
700,Engineering Mathematics,Determinants,13,"The values of x satisfying the following condition are det([[4−x, √3], [√3, 6−x]]) = 0.","6, 4","4, 9","5, 6","3, 7",3
701,Mine Surveying & Geomatics,Bearings and azimuths,13,An azimuth of 330° corresponds to a quadrant bearing of,W60°N,N30°W,S30°W,S30°E,1
702,Mining Machinery & Materials Handling,Drilling equipment,13,Tri-cone drill bit is a type of,cross bit,button bit,rotary roller bit,button drag bit,2
703,Geomechanics & Ground Control,Roof support,13,Exposure of weak roof in junctions of a development district in a coal mine can be decreased by,increasing dimension of panel barrier,stitching side walls,increasing support density at junctions,staggering the junctions,3
704,Geomechanics & Ground Control,Rock mechanics testing,13,The property that CANNOT be determined from uniaxial compressive strength test of a rock sample fitted with strain gauges is,cohesion,Poisson’s ratio,modulus of elasticity,dilation,0
705,Mining Machinery & Materials Handling,Winding systems,13,Ward-Leonard system is provided in the winding system in order to restrict,over-winding of the cage,deceleration of the cage,acceleration of the cage,over-speeding of the cage,3
706,Surface & Underground Mining Methods,Longwall equipment,13,The equipment NOT related to extraction of coal from longwall face operation is,AFC,road header,powered support,DERD shearer,1
707,Mine Ventilation & Environment,Mine ventilation and gases,13,The significance of “potentially explosive mixture” in Coward flammability diagram is,leakage of fresh air may lead to explosive condition for the mixture,leakage of firedamp may lead to explosive condition for the mixture,increase in the ambient temperature may lead to explosive condition for the mixture,introduction of a source of ignition may result in explosion of the mixture,0
708,Mine Ventilation & Environment,Mine gas classification,13,From a coal seam of a mine 1000 tonnes of coal is produced per day. The seam has inflammable gas emission rate of 14000 m³ per day as percentage of inflammable gas in general body of air is 0.14. The gassiness of the seam is,Degree IV,Degree III,Degree II,Degree I,1
709,Engineering Mathematics,Differential equations,13,"If c is a constant, the solution of the differential equation 4y (dy/dx) + 9x = 0 is",x²/81 + y²/16 = c,x²/16 + y²/81 = c,x²/9 + y²/4 = c,x²/4 + y²/9 = c,3
710,Mining Engineering,Blasting accessories,13,Match the following blasting elements with the corresponding initiators: P. Electric detonator; Q. Safety fuse; R. Detonating fuse; S. Non-cap sensitive explosive. Initiators: 1. Match stick; 2. Booster; 3. Exploder; 4. Ordinary detonator.,"P-2, Q-3, R-4, S-1","P-3, Q-1, R-4, S-2","P-3, Q-1, R-2, S-4","P-1, Q-4, R-2, S-3",1
711,Mine Ventilation & Environment,Environmental management,13,Match the following in the context of environmental management: P. Mulching; Q. Aeration; R. Wet-scrubbing; S. Silencer. Purposes: 1. Dust control; 2. Noise control; 3. Soil conservation; 4. Waste water treatment.,"P-1, Q-4, R-3, S-2","P-3, Q-1, R-4, S-2","P-4, Q-3, R-1, S-2","P-3, Q-4, R-1, S-2",3
712,General Aptitude & Reasoning,English grammar,13,"Rajiv Gandhi Khel Ratna Award was conferred ____ Mary Kom, a six-time world champion in boxing, recently in a ceremony ____ the Rashtrapati Bhawan (the President’s official residence) in New Delhi.","with, at","on, in","on, at","to, at",2
713,General Aptitude & Reasoning,English vocabulary,13,"Despite a string of poor performances, the chances of K. L. Rahul’s selection in the team are ____.",slim,bright,obvious,uncertain,1
714,General Aptitude & Reasoning,Word analogy,13,Select the word that fits the analogy: Cover : Uncover :: Associate : ____,Unassociate,Inassociate,Misassociate,Dissociate,3
715,General Aptitude & Reasoning,Reading comprehension,13,"Hit by floods, the kharif (summer sown) crops in various parts of the country have been affected. Officials believe that the loss in production of the kharif crops can be recovered in the output of the rabi (winter sown) crops so that the country can achieve its food-grain production target of 291 million tons in the crop year 2019–20 (July–June). They are hopeful that good rains in July–August will help the soil retain moisture for a longer period, helping winter sown crops such as wheat and pulses during the November–February period. Which of the following statements can be inferred from the given passage?",Officials declared that the food-grain production target will be met due to good rains.,Officials want the food-grain production target to be met by the November–February period.,Officials feel that the food-grain production target cannot be met due to floods.,Officials hope that the food-grain production target will be met due to a good rabi produce.,3
716,General Aptitude & Reasoning,Number patterns,13,The difference between the sum of the first 2n natural numbers and the sum of the first n odd natural numbers is ____.,n² − n,n² + n,2n² − n,2n² + n,1
717,General Aptitude & Reasoning,Reading comprehension and economics,13,"The repo rate is the rate at which Reserve Bank of India (RBI) lends commercial banks, and reverse repo rate is the rate at which RBI borrows money from commercial banks. Which of the following statements can be inferred from the above passage?",Decrease in repo rate will increase cost of borrowing and decrease lending by commercial banks.,Increase in repo rate will decrease cost of borrowing and increase lending by commercial banks.,Increase in repo rate will decrease cost of borrowing and decrease lending by commercial banks.,Decrease in repo rate will decrease cost of borrowing and increase lending by commercial banks.,3
718,General Aptitude & Reasoning,Logical deduction,13,"P, Q, R, S, T, U, V and W are seated around a circular table. I. S is seated opposite to W. II. U is seated at the second place to the right of R. III. T is seated at the third place to the left of R. IV. V is a neighbour of S. Which of the following must be true?",P is a neighbour of R.,Q is a neighbour of R.,P is not seated opposite to Q.,R is the left neighbour of S.,2
719,General Aptitude & Reasoning,Relative speed,13,The distance between Delhi and Agra is 233 km. A car P started travelling from Delhi to Agra and another car Q started from Agra to Delhi along the same road 1 hour after the car P started. The two cars crossed each other 75 minutes after the car Q started. Both cars were travelling at constant speed. The speed of car P was 10 km/h more than the speed of car Q. How many kilometers had the car Q travelled when they met each other?,66.6,75.2,88.2,116.5,1
720,Engineering Mathematics,Skew-symmetric matrices,13,"For a matrix M = [mᵢⱼ], i, j = 1, 2, 3, 4, the diagonal elements are all zero and mᵢⱼ = −mⱼᵢ. The minimum number of elements required to fully specify the matrix is",4,6,12,16,1
721,Engineering Mathematics,Eigenvalues,13,"The eigenvalues of the matrix A = [[1, 4], [3, 2]] are","6, 4","4, 5","−2, 5","−4, 5",2
722,Mining Machinery & Materials Handling,Mine hoisting safety,13,Match the following safety arrangements for a surface-to-underground shaft hoist with their corresponding safety functions: P. Detaching hook; Q. Narrowing rigid guides; R. Keeps. Functions: 1. Over-winding safety on surface; 2. Resting cages; 3. Over-winding safety at underground.,"P-1, Q-2, R-3","P-3, Q-1, R-2","P-2, Q-3, R-1","P-1, Q-3, R-2",3
723,Mine Surveying & Geomatics,Local attraction,13,The fore bearings and back bearings of the lines of an open compass traverse are given below: PQ 132°30′ and 313°30′; QR 123°30′ and 303°30′; RS 182°30′ and 2°15′; ST 288°45′ and 108°00′. The stations that are free from local attraction are,P and Q,Q and R,R and S,S and T,1
724,Geomechanics & Ground Control,Plane stress,13,The plane stress condition is given by,"σzz = 0, τyz = 0, τzx = 0","σzz = 0, τyz = 0, τzx ≠ 0","σzz ≠ 0, τyz = 0, τzx = 0","σzz ≠ 0, τyz ≠ 0, τzx ≠ 0",1
725,"Mine Planning, Geostatistics & Economics",Mineralogy,13,Match the following metals with their corresponding minerals: P. Copper; Q. Tungsten; R. Lead; S. Zinc. Minerals: 1. Galena; 2. Sphalerite; 3. Chalcopyrite; 4. Wolframite.,"P-4, Q-2, R-1, S-3","P-4, Q-1, R-3, S-2","P-3, Q-4, R-1, S-2","P-2, Q-3, R-4, S-1",2
726,Mining Machinery & Materials Handling,Jack hammer mechanisms,13,The “ratchet and pawl” mechanism in a jack hammer drill,forces down the piston,provides a twisting force to the drill steel,engages rifle bar with rifle nut,prevents reverse rotation of rifle bar,1
727,Surface & Underground Mining Methods,Post-pillar stoping,13,Post-pillar method of stoping is a variant of,cut and fill stoping,sublevel stoping,vertical crater retreat method,sublevel caving,1
728,Mine Ventilation & Environment,Cross-measure boreholes,13,“Cross-measure borehole method” is used for,rock slope monitoring,methane drainage,connecting two drifts,subsidence monitoring,0
729,Mine Ventilation & Environment,Psychrometry,13,"The dry and wet bulb temperatures at the inlet of the airstream are 30°C and 25°C, respectively. The corresponding values at the outlet of the airstream are 26°C and 25°C, respectively. The psychrometric process that occurs in the airstream is described as",latent cooling,sensible cooling,condensation,evaporative cooling,3
730,Mine Ventilation & Environment,Explosibility limits,13,"For a mixture of inflammable gases, the lower and upper explosibility limits can be determined by",Dalton’s law,Graham’s law,Le Chatelier relation,Boyle’s law,2
731,"Mine Planning, Geostatistics & Economics",Mineral resource classification,13,The code for the lowest category of mineral resources under United Nations Framework Classification (UNFC) system is,444,123,334,111,2
732,Mine Ventilation & Environment,Flame safety lamp testing,13,"In the context of gas testing using flame safety lamp, the correct statement is",Each accumulation test has to be necessarily followed by percentage test,Accumulation test is always done after percentage test,Either percentage test or accumulation test can be done first,Percentage test is done only in the event of accumulation test giving negative result,3
733,Engineering Mathematics,Differentiation,13,"For w = (eᵗ − t)/(eᵗ + t), the value of dw/dt is",2eᵗ(t² + 1)/(eᵗ − t²)²,2eᵗ(t − 1)/(eᵗ + t)²,2eᵗ(t² − 1)/(eᵗ + t²)²,2eᵗ(t + 1)/(eᵗ − t)²,1
734,Engineering Mathematics,Differential equations,13,"For the differential equation y√(1 − x²) dy + x√(1 − y²) dx = 0, assuming the constant of integration to be C, the general solution is",1/√(1 − x²) + 1/√(1 − y²) = C,y√(1 − x²) + x√(1 − y²) = C,√(1 − x) + √(1 − y) = C,√(1 − x²) + √(1 − y²) = C,3
735,Mining Machinery & Materials Handling,Belt drives,13,"A belt-drive used for power transmission between two parallel shafts has a belt of mass 1.2 kg/m, and the maximum allowable belt tension is 2250 N. If the centrifugal tension is one third of the maximum allowable belt tension, the speed at which maximum power is transmitted by the belt, in m/s, is",46.48,38.73,25,35.36,2
736,Mining Machinery & Materials Handling,Compressed air systems,14,"An air receiver of a compressor, having volume 0.5 m³, supplies air for charging ANFO in drill holes. During the charging process the absolute pressure of the air receiver falls from 900 kPa to 700 kPa. Assuming the entire process is isothermal, the volume of air supplied by the receiver at 100 kPa ambient pressure, in m³, is",1,0.39,0.64,4.48,0
737,Mining Machinery & Materials Handling,Conveyor belts,14,A conveyor belt consumes 60 kW power while running at a speed of 3.0 m/s. The angle of lap is 180° and the coefficient of friction between belt and pulley is 0.2. The maximum tension (kN) in the belt is,21.7,61.7,82.9,42.9,3
738,"Mine Planning, Geostatistics & Economics",Linear programming,14,"A linear programming problem is stated below. Maximize Z = 3x₁ + 5x₂ subject to 2x₁ + x₂ ≤ 8, 6x₁ + 8x₂ ≤ 30, x₁, x₂ ≥ 0. The objective function has",infinite number of solutions,unbounded solution,unique solution,infeasible solution,2
739,General Aptitude & Reasoning,English grammar,14,Consider the following sentences: (i) Arun and Aparna are here. (ii) Arun and Aparna is here. (iii) Arun’s families is here. (iv) Arun’s family is here. Which of the above sentences are grammatically CORRECT?,(i) and (ii),(i) and (iv),(ii) and (iv),(iii) and (iv),1
740,General Aptitude & Reasoning,Probability,14,Two identical cube shaped dice each with faces numbered 1 to 6 are rolled simultaneously. The probability that an even number is rolled out on each die is,1/36,1/12,1/8,1/4,3
741,General Aptitude & Reasoning,Operator-based reasoning,14,"⊕ and ⊙ are two operators on numbers p and q such that p ⊙ q = p − q, and p ⊕ q = p × q. Then, (9 ⊙ (6 ⊕ 7)) ⊙ (7 ⊕ (6 ⊙ 5)) =",40,−26,−33,−40,3
742,General Aptitude & Reasoning,Permutations,14,"Four persons P, Q, R and S are to be seated in a row. R should not be seated at the second position from the left end of the row. The number of distinct seating arrangements possible is",6,9,18,24,2
743,General Aptitude & Reasoning,Coordinate geometry,14,"On a planar field, you travelled 3 units East from a point O. Next you travelled 4 units South to arrive at point P. Then you travelled from P in the North-East direction such that you arrive at a point that is 6 units East of point O. Next, you travelled in the North-West direction, so that you arrive at point Q that is 8 units North of point P. The distance of point Q to point O, in the same units, should be",3,4,5,6,2
744,General Aptitude & Reasoning,Reading comprehension,14,"The author said, “Musicians rehearse before their concerts. Actors rehearse their roles before the opening of a new play. On the other hand, I find it strange that many public speakers think they can just walk on to the stage and start speaking. In my opinion, it is no less important for public speakers to rehearse their talks.” Based on the above passage, which of the following is TRUE?","The author is of the opinion that rehearsing is important for musicians, actors and public speakers.",The author is of the opinion that rehearsing is less important for public speakers than for musicians and actors.,The author is of the opinion that rehearsing is more important only for musicians than public speakers.,The author is of the opinion that rehearsal is more important for actors than musicians.,0
745,General Aptitude & Reasoning,Equilateral triangle geometry,14,"In an equilateral triangle PQR, side PQ is divided into four equal parts, side QR is divided into six equal parts and side PR is divided into eight equal parts. The length of each subdivided part in cm is an integer. The minimum area of the triangle PQR possible, in cm², is",18,24,48√3,144√3,3
746,Mining Machinery & Materials Handling,Drilling equipment,14,Tricone roller bit is used with,down-the-hole hammer,Jack hammer,rotary-percussive drill,rotary drill,3
747,Surface & Underground Mining Methods,Resuing method,14,Resuing method of mining is practiced for,thick vein deposit,massive shallow deposit,narrow vein deposit,massive deep-seated deposit,2
748,Surface & Underground Mining Methods,Surface mining equipment,14,The equipment used for both drop cut and terrace cut in surface mining is,surface miner,shovel,dragline,bucket wheel excavator,3
749,Surface & Underground Mining Methods,Surface miners,14,Surface miner does NOT have a,differential gear for turning,tensioning arrangement for crawler,scraper plate behind the drum,pick cooling system,0
750,Surface & Underground Mining Methods,Induced blasting,14,Induced blasting enhances production in,sublevel stoping,block caving,cut and fill mining,shrinkage stoping,1
751,Engineering Mathematics,Descriptive statistics,14,The measures of dispersion of a dataset are,"standard deviation, range and mode","standard deviation, range and interquartile range","variance, range and median","interquartile range, median and mode",1
752,Mining Engineering,Blasting initiation systems,14,NONEL is used as down-the-hole initiator to,avoid generation of air overpressure,provide precise delay,avoid deflagration of column charge,reduce ground vibration,0
753,"Mine Planning, Geostatistics & Economics",Mineral leases and regulation,14,"As per MMDR Act 1957, for the allocation of lease of minor minerals",the State Government is authorised to give the permit.,the Central Government is authorised to give the permit.,the State Government is authorised to give permit but with the consent of Central Government.,the Central Government is authorised to give permit but with the consent of State Government.,0
754,Mine Surveying & Geomatics,Photogrammetry,14,"In photogrammetry, the “Tilt of a photograph” refers to the angle between the",lines joining the opposite fiducial marks of a photograph,normal to the plane of photograph and optical axis,vertical and the axis of the flight,vertical and optical axis of the camera,1
755,Mine Ventilation & Environment,Hydraulic sand stowing,14,The hydraulic sand stowing pipeline layout should be such that,the geometric profile must coincide with the hydraulic gradient line,the hydraulic profile should always be below the hydraulic gradient line,the hydraulic profile should always be above the hydraulic gradient line,the geometric profile should always be above the hydraulic gradient line,1
756,Engineering Mathematics,Positive definite matrices,14,"For a “positive definite” square matrix, the TRUE statement is",the matrix is singular,all the eigen values of the matrix are greater than zero,all the eigen values of the matrix are zero,some of the eigen values can be less than zero,1
757,Engineering Mathematics,Probability distributions,14,The standard normal distribution is a,non-parametric distribution,single parameter distribution,two-parameter distribution,three-parameter distribution,2
758,Engineering Mathematics,Variance,14,"Variance of the sum of two statistically independent random variables X and Y, σ²ₓ₊ᵧ, is",σ²ₓ + σ²ᵧ,σ²ₓ + σ²ᵧ + 2σₓᵧ,σ²ₓ + σ²ᵧ + σₓᵧ,σ²ₓ + σ²ᵧ − 2σₓᵧ,0
759,"Mine Planning, Geostatistics & Economics",Depreciation and amortization,14,The difference between depreciation and amortization allowances in tax calculation is that,depreciation is for a tangible asset applicable on its declared life; whereas amortization is for an intangible asset applicable on a specified period.,depreciation is for an intangible asset applicable on its declared life; whereas amortization is for a tangible asset applicable on a specified period.,depreciation is for a tangible asset applicable on a specified period; whereas amortization is for an intangible asset applicable on its declared life.,depreciation is for an intangible asset applicable on a specified period; whereas amortization is for a tangible asset applicable on its declared life.,0
760,Mining Machinery & Materials Handling,Machine costs,14,Owning cost of a machine does NOT include,purchase price,insurance,interest,operating cost,3
761,Geomechanics & Ground Control,Structural geology,14,Folds are the structural features resulting from,ductile deformation of earth crust,brittle deformation of earth crust,high impact tectonic stresses of earth crust,fracturing of earth crust,0
762,Mining Machinery & Materials Handling,Fan laws,14,"Given impeller diameter D, speed of rotation n and air density ρ, for geometrically similar fans, the fan pressure is proportional to",nD²ρ,n²D²ρ,n²D⁵ρ²,n³D⁵ρ,1
763,Mining Machinery & Materials Handling,Belt conveyor capacity,14,"In a bord and pillar panel six shuttle cars, each of 10 tonne capacity, are deployed to transport coal produced by two continuous miners to a belt conveyor. Each shuttle car on an average carries 80% of its rated capacity and makes 7 round trips in an hour. The belt conveyor has a capacity such that the effective material cross section area is 0.09 m² and runs at a speed 1.1 m/s. The broken coal has a bulk density of 1.2 tonne/m³. The ratio between the production and the capacity of the belt conveyor, in percent is",65.46,71.42,78.56,82.46,2
764,Mining Machinery & Materials Handling,Truck haulage,14,"A dump truck moves up an incline of 5° with constant tractive force of 800 kN. The gross mass of the truck is 250 tonne and its rolling resistance is 545 kN. The acceleration due to gravity is 10 m/s². The time required, in s, to reach a speed of 3.3 m/s from 1.0 m/s is",22,15.5,3.3,0.2,1
