id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
388,Mining Machinery & Materials Handling,Koepe winder slip criteria,6,"A Koepe winder is designed to lift 1000 kg at a speed of 2.5 m/s. The wire rope has a diameter of 50 mm and a breaking load of 250 kN. If the static factor of safety is 5, determine the maximum tension in the wire rope.",250 N,1250 N,3125 N,6250 N,2
389,Mining Machinery & Materials Handling,Koepe winder slip criteria,6,"A Koepe winder is used to haul a 50 mm diameter rope with a breaking load of 200 kN. The rope is subjected to a tension of 180 kN at the winding drum. If the rope's ultimate tensile strength is 800 MPa, determine the minimum angle of wrap required to prevent slip.",10°,20°,30°,45°,2
390,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine is being developed in a coal seam with an average thickness of 2.5 m. The pillar width is 6.0 m and the spacing between pillars is 9.0 m. The coal density is 1.4 t/m³. The mine is to be operated at a production rate of 100,000 t/month. The stripping ratio is 2.5. The powder factor for the mine is 0.5 kg/t. The blast energy required per ton of coal mined is 1.8 Ns²/m⁸. Determine the total energy required per month to mine 100,000 t of coal.","450,000 kN","540,000 kN","630,000 kN","720,000 kN",2
391,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine with a pillar size of 6 m x 6 m x 4 m is being depillared. The in-situ stress at the mine is 2.5 MPa. If the depillaring is done in 3 stages with a 20% reduction in pillar size after each stage, what is the total volume of rock to be extracted in the third stage, given that the initial pillar volume is 144 m³?",96 m³,120 m³,144 m³,192 m³,2
392,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine has a pillar size of 6 m x 6 m and a coal seam thickness of 2.5 m. If the average density of coal is 1.4 t/m³ and the pillar strength is 1.2 MPa, determine the maximum allowable extraction ratio (ER) in decimal form.",0.25,0.35,0.45,0.55,2
393,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine with a pillar size of 6 m x 6 m and a height of 4 m is being depillared. If the average density of the coal is 1.5 t/m³, the volume of coal to be extracted per pillar is 72 m³. The mining rate is 20 m³/h. Determine the stripping ratio (SR) in the mine, given that the overburden density is 2.2 t/m³.",0.25,0.30,0.35,0.40,2
394,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine with a working height of 4.5 m has a pillar size of 6 m x 6 m. The density of the ore is 3.5 t/m³. If the pillar extraction ratio is 0.6, calculate the volume of ore extracted per pillar.",10.8 m³,12.6 m³,15.0 m³,18.0 m³,2
395,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine with a pillar size of 6.5 m x 6.5 m and a spacing of 7.5 m is to be depillared. If the strength of the coal is 3.5 MPa, the required number of rows to be extracted in one pass, to limit the pillar load to 20% of the coal's strength, is:",3,4,5,6,1
396,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A Bord and Pillar mine has a pillar extraction ratio of 0.4 and a coal density of 1.4 t/m³. The pillar size is 4 m x 4 m x 6 m. If the extracted coal volume is 1200 m³, calculate the weight of the extracted coal.",1800 kg,2000 kg,2200 kg,2400 kg,2
397,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,A bord and pillar mine has a pillar size of 5 m x 5 m x 10 m. The coal density is 1.4 t/m³. The pillar is to be depillared by blasting. The powder factor is 0.7 kg/m³. The explosive energy is 4500 J/kg. The coal strength is 10 MPa. Determine the total explosive energy required for depillaring one pillar.,175.0 kJ,200.0 kJ,225.0 kJ,250.0 kJ,2
398,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine has a pillar size of 6 m x 6 m x 6 m. The average density of the coal is 1.5 t/m³. If the roof and floor of the mine have a thickness of 1 m each, calculate the volume of the coal extracted per m³ of ore mined.",2.25 m³,3.375 m³,4.5 m³,6 m³,1
399,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine has a pillar size of 4 m x 4 m x 6 m. The density of the coal is 1.5 t/m³. The pillar is to be depillared using a continuous miner. The machine's cutting rate is 20 m³/h. If the coal price is ₹ 2500/t and the cost of the machine is ₹ 1.2 lakh/h, what is the minimum pillar size required to maintain a stripping ratio of 2.5?",2.5 m x 2.5 m x 3 m,3 m x 3 m x 4 m,4 m x 4 m x 5 m,5 m x 5 m x 6 m,2
400,Surface & Underground Mining Methods,Bord and Pillar depillaring,6,"A bord and pillar mine has a pillar size of 6 m x 6 m x 10 m. The average density of the coal is 1.5 t/m³. If the pillar is to be extracted with a depillaring height of 4 m, calculate the volume of coal to be extracted per pillar.",36 m³,48 m³,60 m³,72 m³,2
401,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues λ1 = 2, λ2 = 3. If A = [[4, 2], [3, 1]], calculate the value of det(A - λI) when λ = 2.",0.5 MPa,1.0 MPa,1.5 MPa,2.0 MPa,1
402,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues λ1 = 2 and λ2 = 3. If A is a 3x3 matrix, the value of the expression (A^2 - 5A + 6I) trace is",12,15,18,21,2
403,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues λ1 = 2 and λ2 = 3. If the matrix A is given by A = [[4, 2], [3, 1]], calculate the value of the expression  |A^(2) - 4A + 3I|, where I is the identity matrix.",10.0,15.0,20.0,25.0,2
404,Engineering Mathematics,Matrix eigenvalues,7,"Given a square matrix A = 
[5 2]
[4 3] with eigenvalues λ1 = 6 and λ2 = 2, evaluate the expression (A^2 - 3A + I) * (1/λ1^2 - 1/λ2^2) in terms of the identity matrix I. Express your answer in the form of a 2x2 matrix.","[-3 -4]
[-2 -3]","[ 2  1]
[-1 -2]","[ 4  5]
[ 3  4]","[-1 -2]
[ 2 -1]",1
405,Engineering Mathematics,Matrix eigenvalues,7,"The eigenvalues of a 2x2 matrix A = [[4, 2], [3, 5]] are λ1 and λ2. If the product of the eigenvalues is 20, determine the value of λ1 + λ2.",10,12,15,18,0
406,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues λ1 = 3 and λ2 = 2. If A = [[4, 2], [2, 3]], then the value of the expression (A^2 - 5A + I) / (λ1 - λ2) is equal to"," [[-1, 0], [0, -1]]"," [[-2, 1], [1, -2]]"," [[-3, 1], [1, -3]]"," [[-4, 2], [2, -4]]",0
407,Engineering Mathematics,Matrix eigenvalues,7,"A 2x2 matrix A has eigenvalues λ1 = 3 and λ2 = 2. If A = [[4, 2], [3, 5]], then the value of the expression (A^2 - 5A + 2I) / (λ1 - λ2) is","A = [[-1, 1], [1, -1]]","A = [[-2, 2], [2, -2]]","A = [[-3, 3], [3, -3]]","A = [[-4, 4], [4, -4]]",2
408,Engineering Mathematics,Matrix eigenvalues,7,"The eigenvalues of a 2x2 matrix A are 2 and 3. If A = [[4, 2], [3, 5]], then the value of the expression (A^2 - 5A + 6I) / (A - 2I) is _______.","A = [[2, 0], [0, 2]]","B = [[3, 0], [0, 3]]","C = [[6, 0], [0, 6]]","D = [[12, 0], [0, 12]]",0
409,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues 2, 3, and 4. If A is a 3x3 matrix, then the value of the expression |A^2 - 4A - 5I| is _______.",100,150,200,250,2
410,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues 2 and 3. If the sum of the elements of the main diagonal of A is 8, then the sum of the elements of the main diagonal of A^2 is",14,16,18,20,2
411,Engineering Mathematics,Matrix eigenvalues,7,"The eigenvalues of a 2x2 matrix [a, b; c, d] are given by λ = (d - a ± √((d - a)^2 + b*c)) / 2. If a = 15 MPa, b = 8, c = 6, and d = 20 MPa, calculate the value of the smallest eigenvalue (in MPa).",9.5 MPa,10.5 MPa,11.5 MPa,12.5 MPa,0
412,Engineering Mathematics,Matrix eigenvalues,7,"For the matrix A = [[3, 2], [4, 5]] with eigenvalues λ1 = 7 and λ2 = 1, the value of the expression (A^2 - 8A + 7I) is closest to:"," [[-2, 4], [8, -2]]"," [[-4, 2], [-8, 4]]"," [[-10, 8], [8, -10]]"," [[-12, 8], [8, -12]]",0
413,Engineering Mathematics,Matrix eigenvalues,7,"The eigenvalues of a 2x2 matrix [3 -2; 1 0] are √5 and √5. If the matrix represents the coefficient matrix of a system of differential equations, the time constant of the system is:",0.5 s,1 s,2 s,4 s,2
414,Engineering Mathematics,Cayley-Hamilton Theorem,7,"A square matrix A has a characteristic equation of (λ^2 + 4λ + 13) = 0. If A = [ [3, 2], [2, 3] ], find the value of A^2.","A^2 = [ [ 13, 8], [ 8, 13] ]","A^2 = [ [ 9, 6], [ 6, 9] ]","A^2 = [ [ 7, 4], [ 4, 7] ]","A^2 = [ [ 5, 3], [ 3, 5] ]",2
415,Engineering Mathematics,Matrix eigenvalues,7,"A square matrix A has eigenvalues 2, 3, and 4. If det(A) = 24, then the value of the expression [A^2 + 2A - 3I] is",48I,96I,0,64I,2
416,General Aptitude & Reasoning,Logical deduction,7,"A water pump is discharging water from a reservoir at a rate of 0.5 m³/s. If the pump operates for 12 hours, how many kN·m of work is done by the pump?",720 kN·m,7200 kN·m,72000 kN·m,720000 kN·m,1
417,General Aptitude & Reasoning,Logical deduction,7,"A rectangular water tank has a length of 4 m and a width of 3 m. Water is being pumped into the tank at a rate of 0.2 m³/s. If the tank is initially empty, how long will it take to fill the tank to a depth of 2 m? Assume the tank's bottom is 0.1 m thick.",2.5 hours,3.5 hours,4.2 hours,5.1 hours,2
418,General Aptitude & Reasoning,Logical deduction,7,"A tunnel is to be constructed through a mountain. The average speed of the tunnel boring machine is 25 m/min. If the total length of the tunnel to be constructed is 1200 m and the machine works 8 hours a day, 5 days a week, how many weeks will it take to complete the tunnel?",8 weeks,10 weeks,12 weeks,15 weeks,2
419,General Aptitude & Reasoning,Logical deduction,7,"A water pump discharges water at a rate of 0.3 m³/s into a reservoir with a capacity of 1200 m³. If the pump operates for 8 hours a day, what is the percentage increase in the water level in the reservoir after 30 days?",1.2%,4.8%,12%,48%,3
420,General Aptitude & Reasoning,Logical deduction,7,"A solid cone is placed on a horizontal surface. Its height is 50 mm and the radius of its base is 20 mm. If the cone is subjected to a compressive load, it is found that the compressive stress at the base is 1.5 MPa. Determine the magnitude of the compressive load (in kN) applied on the cone.",0.75 kN,1.5 kN,2.25 kN,3.0 kN,2
421,General Aptitude & Reasoning,Logical deduction,7,"A water pump can fill a tank in 6 hours. However, due to a leak, the pump can only fill the tank in 9 hours. If the leak can empty 2/3rd of the tank in 3 hours, how many hours will it take to fill the entire tank?",3 hours,4 hours,6 hours,9 hours,2
422,General Aptitude & Reasoning,Logical deduction,7,A water tank is in the shape of a cone with a height of 10 m and a base radius of 4 m. It is filled by a pump at a rate of 0.2 m³/s. How many seconds will it take to fill the tank if the cone is 75% full?,120 seconds,150 seconds,180 seconds,200 seconds,2
423,General Aptitude & Reasoning,Logical deduction,7,A water pump is discharging water from a reservoir at a rate of 0.2 m³/s. The water level in the reservoir drops by 1.5 m in 10 minutes. What is the power consumption of the pump in kW?,0.9 kW,1.2 kW,1.5 kW,1.8 kW,2
424,General Aptitude & Reasoning,Logical deduction,7,"A water tank has a capacity of 100 m³. Water is being pumped into the tank at a rate of 2 m³/s. If the tank is already 3/5 full, how much more time (in seconds) will it take to fill the tank completely?",15 s,30 s,45 s,60 s,2
425,General Aptitude & Reasoning,Logical deduction,7,"A pipe of diameter 0.2 m and length 10 m is connected to a reservoir. Water flows through the pipe at a velocity of 2 m/s. If the density of water is 1000 kg/m³, calculate the mass flow rate through the pipe.",0.4 kg/s,2 kg/s,4 kg/s,8 kg/s,2
426,General Aptitude & Reasoning,Logical deduction,7,"A pump is used to discharge water from a reservoir. The reservoir has a capacity of 5.0 × 10^5 m³. If the pump can discharge water at a rate of 2.5 × 10^3 m³/h, how many hours will it take to empty the reservoir? Assume that the reservoir is completely empty when the discharge is completed.",125 hours,150 hours,200 hours,250 hours,2
427,Geomechanics & Ground Control,Mohr-Coulomb failure,7,"A rock mass with a density of 2.7 g/cm³ and a uniaxial compressive strength of 100 MPa is subjected to a major principal stress of 80 MPa and a minor principal stress of 20 MPa. Using the Mohr-Coulomb failure criterion, determine the angle of internal friction (in degrees) if the cohesion is 10 MPa.",24.0°,28.0°,32.0°,36.0°,2
428,Geomechanics & Ground Control,Mohr-Coulomb failure,7,"A coal mine pillar is 5 m x 5 m in cross-section and 10 m high. If the uniaxial compressive strength of the coal is 15 MPa, and the angle of internal friction is 30°, calculate the major principal stress (σ1) at the pillar center, assuming a cohesion of 0.5 MPa. Assume the minor principal stress (σ3) is 0.5 MPa.",3.75 MPa,4.25 MPa,4.75 MPa,5.25 MPa,2
429,Geomechanics & Ground Control,Mohr-Coulomb failure,7,A rock mass with a uniaxial compressive strength (UCS) of 30 MPa is subjected to a major principal stress of 10 MPa and a minor principal stress of 2 MPa. Determine the angle of internal friction (in degrees) using the Mohr-Coulomb failure criterion.,12°,15°,20°,25°,2
430,Geomechanics & Ground Control,Mohr-Coulomb failure,7,"A coal mine has a seam with a uniaxial compressive strength (UCS) of 35 MPa. The major and minor principal stresses are 20 MPa and 10 MPa, respectively. Determine the minor principal stress (σ3) at which the coal seam will fail using the Mohr-Coulomb failure criterion, given that the angle of internal friction (φ) is 30° and the cohesion (c) is 1.5 MPa.",8.18 MPa,9.45 MPa,10.73 MPa,12.01 MPa,2
